Fecha;Departamento;Casa;Fallecido;Hospital;Hospital UCI;Recuperado
30-mar;Valle del Cauca;4;3;1;0;5
31-mar;Valle del Cauca;4;0;0;2;5
01-abr;Valle del Cauca;11;0;1;1;18
02-abr;Valle del Cauca;1;0;1;1;0
03-abr;Valle del Cauca;7;2;2;1;3
04-abr;Valle del Cauca;7;2;0;1;4
05-abr;Valle del Cauca;10;0;3;0;3
06-abr;Valle del Cauca;2;2;1;1;6
07-abr;Valle del Cauca;4;1;0;4;4
08-abr;Valle del Cauca;58;5;4;2;20
09-abr;Valle del Cauca;13;4;5;4;7
10-abr;Valle del Cauca;45;5;4;3;14
11-abr;Valle del Cauca;32;9;3;3;11
12-abr;Valle del Cauca;4;0;0;1;4
13-abr;Valle del Cauca;3;0;0;2;0
14-abr;Valle del Cauca;9;1;1;0;3
15-abr;Valle del Cauca;12;2;0;0;4
16-abr;Valle del Cauca;17;3;2;1;2
17-abr;Valle del Cauca;34;1;3;2;3
18-abr;Valle del Cauca;15;1;3;1;0
19-abr;Valle del Cauca;9;0;0;1;0
20-abr;Valle del Cauca;40;3;5;0;0
21-abr;Valle del Cauca;24;1;4;0;0
22-abr;Valle del Cauca;24;0;3;0;0
23-abr;Valle del Cauca;25;0;9;0;0
24-abr;Valle del Cauca;17;0;4;0;0
25-abr;Valle del Cauca;17;0;1;0;0
26-abr;Valle del Cauca;20;0;3;1;0
27-abr;Valle del Cauca;6;0;0;0;0
28-abr;Valle del Cauca;27;1;4;1;0
29-abr;Valle del Cauca;15;0;5;1;0
