Fecha;Departamento;Casa;Fallecido;Hospital;Hospital UCI;Recuperado
13/03/2020;Valle del Cauca;1;0;0;0;1
16/03/2020;Valle del Cauca;0;0;0;0;2
17/03/2020;Valle del Cauca;1;0;0;0;7
19/03/2020;Valle del Cauca;0;0;0;0;1
20/03/2020;Valle del Cauca;1;0;0;0;0
21/03/2020;Valle del Cauca;1;1;0;1;9
22/03/2020;Valle del Cauca;1;0;0;0;4
23/03/2020;Valle del Cauca;0;1;0;0;5
24/03/2020;Valle del Cauca;3;0;1;0;25
25/03/2020;Valle del Cauca;1;1;0;0;3
26/03/2020;Valle del Cauca;0;0;0;0;2
28/03/2020;Valle del Cauca;3;1;1;0;6
29/03/2020;Valle del Cauca;5;1;0;0;2
30/03/2020;Valle del Cauca;4;3;1;0;5
31/03/2020;Valle del Cauca;4;0;0;2;5
01/04/2020;Valle del Cauca;11;0;1;1;18
02/04/2020;Valle del Cauca;1;0;1;1;0
03/04/2020;Valle del Cauca;7;2;2;1;3
04/04/2020;Valle del Cauca;7;2;0;1;4
05/04/2020;Valle del Cauca;10;0;3;0;3
06/04/2020;Valle del Cauca;2;2;1;1;6
07/04/2020;Valle del Cauca;4;1;0;4;4
08/04/2020;Valle del Cauca;58;5;4;2;20
09/04/2020;Valle del Cauca;13;4;5;4;7
10/04/2020;Valle del Cauca;45;5;4;3;14
11/04/2020;Valle del Cauca;32;9;3;3;11
12/04/2020;Valle del Cauca;4;0;0;1;4
13/04/2020;Valle del Cauca;3;0;0;2;0
14/04/2020;Valle del Cauca;9;1;1;0;3
15/04/2020;Valle del Cauca;12;2;0;0;4
16/04/2020;Valle del Cauca;17;3;2;1;2
17/04/2020;Valle del Cauca;34;1;3;2;3
18/04/2020;Valle del Cauca;15;1;3;1;0
19/04/2020;Valle del Cauca;9;0;0;1;0
20/04/2020;Valle del Cauca;40;3;5;0;0
21/04/2020;Valle del Cauca;24;1;4;0;0
22/04/2020;Valle del Cauca;24;0;3;0;0
23/04/2020;Valle del Cauca;25;0;9;0;0
24/04/2020;Valle del Cauca;17;0;4;0;0
25/04/2020;Valle del Cauca;17;0;1;0;0
26/04/2020;Valle del Cauca;20;0;3;1;0
27/04/2020;Valle del Cauca;6;0;0;0;0
28/04/2020;Valle del Cauca;27;1;4;1;0
29/04/2020;Valle del Cauca;15;0;5;1;0
